TaskName,Variant,InputSize,RunNumber,TimeMs,IsValid
GameOfLife,Parallel_8,100,4,14.4852,True
GameOfLife,Parallel_8,100,5,14.1483,True
GameOfLife,Parallel_8,100,6,14.6394,True
GameOfLife,Parallel_8,100,7,14.5158,True
GameOfLife,Parallel_8,100,8,14.1881,True
GameOfLife,Parallel_8,100,9,14.3220,True
GameOfLife,Parallel_8,100,10,15.2631,True
GameOfLife,Sequential,150,1,132.8564,True
GameOfLife,Sequential,150,2,132.4580,True
GameOfLife,Sequential,150,3,134.1387,True
GameOfLife,Sequential,150,4,132.4903,True
GameOfLife,Sequential,150,5,135.4041,True
GameOfLife,Sequential,150,6,133.4255,True
GameOfLife,Sequential,150,7,132.9608,True
GameOfLife,Sequential,150,8,132.0995,True
GameOfLife,Sequential,150,9,131.6758,True
GameOfLife,Sequential,150,10,132.6592,True
GameOfLife,Parallel_1,150,1,129.6531,True
GameOfLife,Parallel_1,150,2,129.8346,True
GameOfLife,Parallel_1,150,3,129.6871,True
GameOfLife,Parallel_1,150,4,129.6981,True
GameOfLife,Parallel_1,150,5,129.5433,True
GameOfLife,Parallel_1,150,6,129.6147,True
GameOfLife,Parallel_1,150,7,129.5732,True
GameOfLife,Parallel_1,150,8,129.7611,True
GameOfLife,Parallel_1,150,9,129.6605,True
GameOfLife,Parallel_1,150,10,130.7302,True
GameOfLife,Parallel_2,150,1,65.6266,True
GameOfLife,Parallel_2,150,2,65.6785,True
GameOfLife,Parallel_2,150,3,65.4544,True
GameOfLife,Parallel_2,150,4,65.5881,True
GameOfLife,Parallel_2,150,5,65.8056,True
GameOfLife,Parallel_2,150,6,65.5220,True
GameOfLife,Parallel_2,150,7,65.9638,True
GameOfLife,Parallel_2,150,8,65.4349,True
GameOfLife,Parallel_2,150,9,66.6562,True
GameOfLife,Parallel_2,150,10,65.8627,True
GameOfLife,Parallel_8,150,1,27.9147,True
GameOfLife,Parallel_8,150,2,29.1870,True
GameOfLife,Parallel_8,150,3,29.5633,True
GameOfLife,Parallel_8,150,4,28.1097,True
GameOfLife,Parallel_8,150,5,27.6303,True
GameOfLife,Parallel_8,150,6,27.1132,True
GameOfLife,Parallel_8,150,7,29.5624,True
GameOfLife,Parallel_8,150,8,28.4894,True
GameOfLife,Parallel_8,150,9,28.3312,True
GameOfLife,Parallel_8,150,10,28.1245,True
GameOfLife,Sequential,250,1,365.6710,True
GameOfLife,Sequential,250,2,365.3085,True
GameOfLife,Sequential,250,3,365.3533,True
GameOfLife,Sequential,250,4,365.0208,True
GameOfLife,Sequential,250,5,365.6547,True
GameOfLife,Sequential,250,6,364.9104,True
GameOfLife,Sequential,250,7,364.8561,True
GameOfLife,Sequential,250,8,365.0238,True
GameOfLife,Sequential,250,9,364.6905,True
GameOfLife,Sequential,250,10,365.1812,True
GameOfLife,Parallel_1,250,1,359.8884,True
GameOfLife,Parallel_1,250,2,363.1386,True
GameOfLife,Parallel_1,250,3,363.1700,True
GameOfLife,Parallel_1,250,4,362.8243,True
GameOfLife,Parallel_1,250,5,360.9379,True
GameOfLife,Parallel_1,250,6,361.6750,True
GameOfLife,Parallel_1,250,7,361.0002,True
GameOfLife,Parallel_1,250,8,360.9357,True
GameOfLife,Parallel_1,250,9,361.4724,True
GameOfLife,Parallel_1,250,10,360.3684,True
GameOfLife,Parallel_2,250,1,193.2681,True
GameOfLife,Parallel_2,250,2,183.4585,True
GameOfLife,Parallel_2,250,3,180.5637,True
GameOfLife,Parallel_2,250,4,181.5081,True
GameOfLife,Parallel_2,250,5,181.5197,True
GameOfLife,Parallel_2,250,6,182.1340,True
GameOfLife,Parallel_2,250,7,181.0590,True
GameOfLife,Parallel_2,250,8,181.9010,True
GameOfLife,Parallel_2,250,9,180.4190,True
GameOfLife,Parallel_2,250,10,181.3829,True
GameOfLife,Parallel_4,250,1,93.0800,True
GameOfLife,Parallel_4,250,2,93.5825,True
GameOfLife,Parallel_4,250,3,94.4576,True
GameOfLife,Parallel_4,250,4,99.7507,True
GameOfLife,Parallel_4,250,5,93.6828,True
GameOfLife,Parallel_4,250,6,94.0041,True
GameOfLife,Parallel_4,250,7,93.8031,True
GameOfLife,Parallel_4,250,8,96.8943,True
GameOfLife,Parallel_4,250,9,94.0863,True
GameOfLife,Parallel_4,250,10,95.2016,True
GameOfLife,Parallel_8,250,1,77.5887,True
GameOfLife,Parallel_8,250,2,85.0897,True
GameOfLife,Parallel_8,250,3,78.1405,True
GameOfLife,Parallel_8,250,4,85.9368,True
GameOfLife,Parallel_8,250,5,80.8467,True
GameOfLife,Parallel_8,250,6,79.9938,True
GameOfLife,Parallel_8,250,7,83.7719,True
GameOfLife,Parallel_8,250,8,84.5360,True
GameOfLife,Parallel_8,250,9,79.8334,True
GameOfLife,Parallel_8,250,10,79.4291,True
GameOfLife,ILGPU_Cuda,250,1,6.8376,True
GameOfLife,ILGPU_Cuda,250,2,4.2492,True
GameOfLife,ILGPU_Cuda,250,3,4.0764,True
GameOfLife,ILGPU_Cuda,250,4,4.4609,True
GameOfLife,ILGPU_Cuda,250,5,4.4011,True
GameOfLife,ILGPU_Cuda,250,6,4.7528,True
GameOfLife,ILGPU_Cuda,250,7,4.3623,True
GameOfLife,ILGPU_Cuda,250,8,4.2471,True
GameOfLife,ILGPU_Cuda,250,9,4.2696,True
GameOfLife,ILGPU_Cuda,250,10,4.0969,True
GameOfLife,GPU_ComputeSharp,250,1,9.7930,True
GameOfLife,GPU_ComputeSharp,250,2,9.6405,True
GameOfLife,GPU_ComputeSharp,250,3,9.1635,True
GameOfLife,GPU_ComputeSharp,250,4,8.9871,True
GameOfLife,GPU_ComputeSharp,250,5,9.0446,True
GameOfLife,GPU_ComputeSharp,250,6,9.5872,True
GameOfLife,GPU_ComputeSharp,250,7,9.1097,True
GameOfLife,GPU_ComputeSharp,250,8,8.8859,True
GameOfLife,GPU_ComputeSharp,250,9,8.9220,True
GameOfLife,GPU_ComputeSharp,250,10,9.8396,True
GameOfLife,Sequential,500,1,1439.4201,True
GameOfLife,Sequential,500,2,1441.8600,True
GameOfLife,Sequential,500,3,1440.9547,True
GameOfLife,Sequential,500,4,1438.4522,True
GameOfLife,Sequential,500,5,1437.3876,True
GameOfLife,Sequential,500,6,1437.3839,True
GameOfLife,Sequential,500,7,1438.0689,True
GameOfLife,Sequential,500,8,1437.3373,True
GameOfLife,Sequential,500,9,1436.2396,True
GameOfLife,Sequential,500,10,1438.0895,True
GameOfLife,Parallel_1,500,1,1439.7384,True
GameOfLife,Parallel_1,500,2,1440.2882,True
GameOfLife,Parallel_1,500,3,1440.1084,True
GameOfLife,Parallel_1,500,4,1443.7375,True
GameOfLife,Parallel_1,500,5,1441.9872,True
GameOfLife,Parallel_1,500,6,1439.2443,True
GameOfLife,Parallel_1,500,7,1439.1133,True
GameOfLife,Parallel_1,500,8,1439.5208,True
GameOfLife,Parallel_1,500,9,1440.0828,True
GameOfLife,Parallel_1,500,10,1442.2685,True
GameOfLife,Parallel_2,500,1,721.4149,True
GameOfLife,Parallel_2,500,2,722.1469,True
GameOfLife,Parallel_2,500,3,729.9363,True
GameOfLife,Parallel_2,500,4,723.9449,True
GameOfLife,Parallel_2,500,5,730.8067,True
GameOfLife,Parallel_2,500,6,723.0409,True
GameOfLife,Parallel_2,500,7,731.6723,True
GameOfLife,Parallel_2,500,8,727.9465,True
GameOfLife,Parallel_2,500,9,722.8315,True
GameOfLife,Parallel_2,500,10,734.9335,True
GameOfLife,Parallel_4,500,1,371.3654,True
GameOfLife,Parallel_4,500,2,371.7561,True
GameOfLife,Parallel_4,500,3,371.7671,True
GameOfLife,Parallel_4,500,4,368.7548,True
GameOfLife,Parallel_4,500,5,373.0525,True
GameOfLife,Parallel_4,500,6,374.7864,True
GameOfLife,Parallel_4,500,7,368.1692,True
GameOfLife,Parallel_4,500,8,373.3070,True
GameOfLife,Parallel_4,500,9,374.6860,True
GameOfLife,Parallel_4,500,10,374.9807,True
GameOfLife,Parallel_8,500,1,275.0913,True
GameOfLife,Parallel_8,500,2,276.1956,True
GameOfLife,Parallel_8,500,3,275.4344,True
GameOfLife,Parallel_8,500,4,282.6910,True
GameOfLife,Parallel_8,500,5,279.8410,True
GameOfLife,Parallel_8,500,6,276.9700,True
GameOfLife,Parallel_8,500,7,277.8435,True
GameOfLife,Parallel_8,500,8,275.6683,True
GameOfLife,Parallel_8,500,9,278.9266,True
GameOfLife,Parallel_8,500,10,274.5695,True
GameOfLife,Parallel_12,100,1,13.1709,True
GameOfLife,Parallel_12,100,2,13.1639,True
GameOfLife,Parallel_12,100,3,12.8988,True
GameOfLife,Parallel_12,100,4,14.1735,True
GameOfLife,Parallel_12,100,5,13.0193,True
GameOfLife,Parallel_12,100,6,13.2468,True
GameOfLife,Parallel_12,100,7,13.0037,True
GameOfLife,Parallel_12,100,8,13.0354,True
GameOfLife,Parallel_12,100,9,13.0896,True
GameOfLife,Parallel_12,100,10,13.1323,True
GameOfLife,Parallel_12,150,1,26.3620,True
GameOfLife,Parallel_12,150,2,26.5155,True
GameOfLife,Parallel_12,150,3,26.8207,True
GameOfLife,Parallel_12,150,4,26.5883,True
GameOfLife,Parallel_12,150,5,26.6067,True
GameOfLife,Parallel_12,150,6,26.3800,True
GameOfLife,Parallel_12,150,7,27.1710,True
GameOfLife,Parallel_12,150,8,26.7086,True
GameOfLife,Parallel_12,150,9,26.4824,True
GameOfLife,Parallel_12,150,10,26.5159,True
GameOfLife,Parallel_12,250,1,72.5127,True
GameOfLife,Parallel_12,250,2,72.5157,True
GameOfLife,Parallel_12,250,3,72.2986,True
GameOfLife,Parallel_12,250,4,72.3692,True
GameOfLife,Parallel_12,250,5,72.4159,True
GameOfLife,Parallel_12,250,6,72.4904,True
GameOfLife,Parallel_12,250,7,72.2546,True
GameOfLife,Parallel_12,250,8,72.4708,True
GameOfLife,Parallel_12,250,9,72.1857,True
GameOfLife,Parallel_12,250,10,72.7084,True
GameOfLife,Parallel_12,500,1,257.5162,True
GameOfLife,Parallel_12,500,2,257.4665,True
GameOfLife,Parallel_12,500,3,257.6739,True
GameOfLife,Parallel_12,500,4,257.6313,True
GameOfLife,Parallel_12,500,5,257.4134,True
GameOfLife,Parallel_12,500,6,257.5558,True
GameOfLife,Parallel_12,500,7,257.4166,True
GameOfLife,Parallel_12,500,8,257.6702,True
GameOfLife,Parallel_12,500,9,257.4227,True
GameOfLife,Parallel_12,500,10,259.0401,True
GameOfLife,Sequential,1000,1,5748.2305,True
GameOfLife,Sequential,1000,2,5744.5078,True
GameOfLife,Sequential,1000,3,5750.1402,True
GameOfLife,Sequential,1000,4,5750.7314,True
GameOfLife,Sequential,1000,5,5749.9221,True
GameOfLife,Sequential,1000,6,5749.8348,True
GameOfLife,Sequential,1000,7,5750.3145,True
GameOfLife,Sequential,1000,8,5750.3828,True
GameOfLife,Sequential,1000,9,5751.1945,True
GameOfLife,Sequential,1000,10,5751.3982,True
GameOfLife,Parallel_1,1000,1,5763.3538,True
GameOfLife,Parallel_1,1000,2,5757.9027,True
GameOfLife,Parallel_1,1000,3,5755.7424,True
GameOfLife,Parallel_1,1000,4,5758.5745,True
GameOfLife,Parallel_1,1000,5,5758.7538,True
GameOfLife,Parallel_1,1000,6,5757.6445,True
GameOfLife,Parallel_1,1000,7,5756.9672,True
GameOfLife,Parallel_1,1000,8,5757.7150,True
GameOfLife,Parallel_1,1000,9,5757.4848,True
GameOfLife,Parallel_1,1000,10,5756.5283,True
GameOfLife,Parallel_2,1000,1,2881.7847,True
GameOfLife,Parallel_2,1000,2,2883.0285,True
GameOfLife,Parallel_2,1000,3,2882.9778,True
GameOfLife,Parallel_2,1000,4,2885.8213,True
GameOfLife,Parallel_2,1000,5,2894.1703,True
GameOfLife,Parallel_2,1000,6,2883.9133,True
GameOfLife,Parallel_2,1000,7,2884.0306,True
GameOfLife,Parallel_2,1000,8,2881.7732,True
GameOfLife,Parallel_2,1000,9,2885.9202,True
GameOfLife,Parallel_2,1000,10,2891.9633,True
GameOfLife,Parallel_4,1000,1,1452.6222,True
GameOfLife,Parallel_4,1000,2,1450.9772,True
GameOfLife,Parallel_4,1000,3,1452.2346,True
GameOfLife,Parallel_4,1000,4,1454.0023,True
GameOfLife,Parallel_4,1000,5,1450.4115,True
GameOfLife,Parallel_4,1000,6,1455.0796,True
GameOfLife,Parallel_4,1000,7,1454.5703,True
GameOfLife,Parallel_4,1000,8,1453.6333,True
GameOfLife,Parallel_4,1000,9,1456.7419,True
GameOfLife,Parallel_4,1000,10,1460.1960,True
GameOfLife,Parallel_6,1000,1,998.4754,True
GameOfLife,Parallel_6,1000,2,1004.1328,True
GameOfLife,Parallel_6,1000,3,999.9839,True
GameOfLife,Parallel_6,1000,4,1005.2775,True
GameOfLife,Parallel_6,1000,5,1003.1150,True
GameOfLife,Parallel_6,1000,6,997.6291,True
GameOfLife,Parallel_6,1000,7,1014.2383,True
GameOfLife,Parallel_6,1000,8,1004.0805,True
GameOfLife,Parallel_6,1000,9,999.1023,True
GameOfLife,Parallel_6,1000,10,1004.9390,True
GameOfLife,Parallel_8,1000,1,1024.7696,True
GameOfLife,Parallel_8,1000,2,1017.2890,True
GameOfLife,Parallel_8,1000,3,1017.9905,True
GameOfLife,Parallel_8,1000,4,1021.0135,True
GameOfLife,Parallel_8,1000,5,1024.7477,True
GameOfLife,Parallel_8,1000,6,1017.8186,True
GameOfLife,Parallel_8,1000,7,1025.1700,True
GameOfLife,Parallel_8,1000,8,1045.8325,True
GameOfLife,Parallel_8,1000,9,1018.6878,True
GameOfLife,Parallel_8,1000,10,1023.0293,True
GameOfLife,Parallel_12,1000,1,971.6981,True
GameOfLife,Parallel_12,1000,2,970.9436,True
GameOfLife,Parallel_12,1000,3,971.7439,True
GameOfLife,Parallel_12,1000,4,972.4440,True
GameOfLife,Parallel_12,1000,5,971.2342,True
GameOfLife,Parallel_12,1000,6,971.9519,True
GameOfLife,Parallel_12,1000,7,970.9381,True
GameOfLife,Parallel_12,1000,8,971.3139,True
GameOfLife,Parallel_12,1000,9,971.0460,True
GameOfLife,Parallel_12,1000,10,970.1872,True
GameOfLife,ILGPU_Cuda,1000,1,9.1836,True
GameOfLife,ILGPU_Cuda,1000,2,9.1727,True
GameOfLife,ILGPU_Cuda,1000,3,8.3105,True
GameOfLife,ILGPU_Cuda,1000,4,8.3507,True
GameOfLife,ILGPU_Cuda,1000,5,8.3120,True
GameOfLife,ILGPU_Cuda,1000,6,10.9173,True
GameOfLife,ILGPU_Cuda,1000,7,8.2477,True
GameOfLife,ILGPU_Cuda,1000,8,8.3620,True
GameOfLife,ILGPU_Cuda,1000,9,13.6724,True
GameOfLife,ILGPU_Cuda,1000,10,8.3475,True
GameOfLife,GPU_ComputeSharp,1000,1,77.1762,True
GameOfLife,GPU_ComputeSharp,1000,2,74.6005,True
GameOfLife,GPU_ComputeSharp,1000,3,74.9110,True
GameOfLife,GPU_ComputeSharp,1000,4,73.6662,True
GameOfLife,GPU_ComputeSharp,1000,5,61.6571,True
GameOfLife,GPU_ComputeSharp,1000,6,39.3272,True
GameOfLife,GPU_ComputeSharp,1000,7,38.4526,True
GameOfLife,GPU_ComputeSharp,1000,8,39.4187,True
GameOfLife,GPU_ComputeSharp,1000,9,37.9734,True
GameOfLife,GPU_ComputeSharp,1000,10,38.1095,True
GameOfLife,Sequential,2000,1,23022.2295,True
GameOfLife,Sequential,2000,2,23013.4552,True
GameOfLife,Sequential,2000,3,23018.6028,True
GameOfLife,Sequential,2000,4,23029.2278,True
GameOfLife,Sequential,2000,5,23040.2082,True
GameOfLife,Sequential,2000,6,23024.0147,True
GameOfLife,Sequential,2000,7,23018.2880,True
GameOfLife,Sequential,2000,8,23030.0005,True
GameOfLife,Sequential,2000,9,23014.4584,True
GameOfLife,Sequential,2000,10,23005.7762,True
GameOfLife,Parallel_1,2000,1,23034.1670,True
GameOfLife,Parallel_1,2000,2,23025.3570,True
GameOfLife,Parallel_1,2000,3,23033.3612,True
GameOfLife,Parallel_1,2000,4,23042.7747,True
GameOfLife,Parallel_1,2000,5,23035.0101,True
GameOfLife,Parallel_1,2000,6,23046.8959,True
GameOfLife,Parallel_1,2000,7,23046.2191,True
GameOfLife,Parallel_1,2000,8,23044.1967,True
GameOfLife,Parallel_1,2000,9,23047.2026,True
GameOfLife,Parallel_1,2000,10,23037.2584,True
GameOfLife,Parallel_2,2000,1,11561.8949,True
GameOfLife,Parallel_2,2000,2,11532.6570,True
GameOfLife,Parallel_2,2000,3,11543.7554,True
GameOfLife,Parallel_2,2000,4,11558.1406,True
GameOfLife,Parallel_2,2000,5,11560.7227,True
GameOfLife,Parallel_2,2000,6,11568.4330,True
GameOfLife,Parallel_2,2000,7,11527.9912,True
GameOfLife,Parallel_2,2000,8,11543.3705,True
GameOfLife,Parallel_2,2000,9,11542.8714,True
GameOfLife,Parallel_2,2000,10,11542.8674,True
GameOfLife,Parallel_4,2000,1,5812.1284,True
GameOfLife,Parallel_4,2000,2,5822.6143,True
GameOfLife,Parallel_4,2000,3,5795.6674,True
GameOfLife,Parallel_4,2000,4,5789.8796,True
GameOfLife,Parallel_4,2000,5,5799.1545,True
GameOfLife,Parallel_4,2000,6,5817.7975,True
GameOfLife,Parallel_4,2000,7,5788.9014,True
GameOfLife,Parallel_4,2000,8,5785.1044,True
GameOfLife,Parallel_4,2000,9,5800.3554,True
GameOfLife,Parallel_4,2000,10,5792.2180,True
GameOfLife,Parallel_6,2000,1,4017.9616,True
GameOfLife,Parallel_6,2000,2,3993.5205,True
GameOfLife,Parallel_6,2000,3,3996.8531,True
GameOfLife,Parallel_6,2000,4,3964.6686,True
GameOfLife,Parallel_6,2000,5,3961.7365,True
GameOfLife,Parallel_6,2000,6,3951.6459,True
GameOfLife,Parallel_6,2000,7,3993.8261,True
GameOfLife,Parallel_6,2000,8,3950.6455,True
GameOfLife,Parallel_6,2000,9,3998.1921,True
GameOfLife,Parallel_6,2000,10,3996.6467,True
GameOfLife,Parallel_8,2000,1,4023.4219,True
GameOfLife,Parallel_8,2000,2,4015.4552,True
GameOfLife,Parallel_8,2000,3,4020.8473,True
GameOfLife,Parallel_8,2000,4,3996.5915,True
GameOfLife,Parallel_8,2000,5,4004.4235,True
GameOfLife,Parallel_8,2000,6,4017.2445,True
GameOfLife,Parallel_8,2000,7,4015.9370,True
GameOfLife,Parallel_8,2000,8,3989.8703,True
GameOfLife,Parallel_8,2000,9,4005.7076,True
GameOfLife,Parallel_8,2000,10,4035.4793,True
GameOfLife,Parallel_12,2000,1,3871.0048,True
GameOfLife,Parallel_12,2000,2,3871.9835,True
GameOfLife,Parallel_12,2000,3,3869.0684,True
GameOfLife,Parallel_12,2000,4,3871.9025,True
GameOfLife,Parallel_12,2000,5,3868.8286,True
GameOfLife,Parallel_12,2000,6,3870.2715,True
GameOfLife,Parallel_12,2000,7,3871.4489,True
GameOfLife,Parallel_12,2000,8,3874.6672,True
GameOfLife,Parallel_12,2000,9,3868.6729,True
GameOfLife,Parallel_12,2000,10,3872.0229,True
GameOfLife,ILGPU_Cuda,2000,1,22.5406,True
GameOfLife,ILGPU_Cuda,2000,2,22.6043,True
GameOfLife,ILGPU_Cuda,2000,3,22.5142,True
GameOfLife,ILGPU_Cuda,2000,4,19.8626,True
GameOfLife,ILGPU_Cuda,2000,5,22.8695,True
GameOfLife,ILGPU_Cuda,2000,6,22.5666,True
GameOfLife,ILGPU_Cuda,2000,7,25.7459,True
GameOfLife,ILGPU_Cuda,2000,8,22.5967,True
GameOfLife,ILGPU_Cuda,2000,9,19.8625,True
GameOfLife,ILGPU_Cuda,2000,10,19.9223,True
GameOfLife,GPU_ComputeSharp,2000,1,216.2674,True
GameOfLife,GPU_ComputeSharp,2000,2,40.9378,True
GameOfLife,GPU_ComputeSharp,2000,3,39.5752,True
GameOfLife,GPU_ComputeSharp,2000,4,35.2861,True
GameOfLife,GPU_ComputeSharp,2000,5,39.7694,True
GameOfLife,GPU_ComputeSharp,2000,6,39.7845,True
GameOfLife,GPU_ComputeSharp,2000,7,36.9731,True
GameOfLife,GPU_ComputeSharp,2000,8,35.0691,True
GameOfLife,GPU_ComputeSharp,2000,9,34.9650,True
GameOfLife,GPU_ComputeSharp,2000,10,35.0409,True
GameOfLife,Sequential,5000,1,143819.3343,True
GameOfLife,Sequential,5000,2,143829.0630,True
GameOfLife,Sequential,5000,3,143782.7646,True
GameOfLife,Parallel_1,5000,1,143936.2042,True
GameOfLife,Parallel_1,5000,2,143971.2560,True
GameOfLife,Parallel_1,5000,3,143915.6142,True
GameOfLife,Parallel_2,5000,1,72098.1492,True
GameOfLife,Parallel_2,5000,2,72009.5944,True
GameOfLife,Parallel_2,5000,3,72047.9936,True
GameOfLife,Parallel_4,5000,1,36262.0779,True
GameOfLife,Parallel_4,5000,2,36247.1174,True
GameOfLife,Parallel_4,5000,3,36199.2883,True
GameOfLife,Parallel_4,5000,4,36225.0036,True
GameOfLife,Parallel_4,5000,5,36213.6971,True
GameOfLife,Parallel_6,5000,1,24794.9443,True
GameOfLife,Parallel_6,5000,2,24710.4781,True
GameOfLife,Parallel_6,5000,3,24853.7955,True
GameOfLife,Parallel_6,5000,4,24879.4613,True
GameOfLife,Parallel_6,5000,5,24710.3751,True
GameOfLife,Parallel_6,5000,6,24707.1074,True
GameOfLife,Parallel_6,5000,7,24762.4862,True
GameOfLife,Parallel_6,5000,8,24785.3107,True
GameOfLife,Parallel_6,5000,9,24782.8226,True
GameOfLife,Parallel_6,5000,10,24733.0245,True
GameOfLife,Parallel_8,5000,1,24633.6398,True
GameOfLife,Parallel_8,5000,2,24576.4963,True
GameOfLife,Parallel_8,5000,3,24556.5348,True
GameOfLife,Parallel_8,5000,4,24480.5507,True
GameOfLife,Parallel_8,5000,5,24562.2336,True
GameOfLife,Parallel_8,5000,6,24592.5915,True
GameOfLife,Parallel_8,5000,7,24548.2281,True
GameOfLife,Parallel_8,5000,8,24561.6516,True
GameOfLife,Parallel_8,5000,9,24562.3568,True
GameOfLife,Parallel_8,5000,10,24565.5877,True
GameOfLife,Parallel_12,5000,1,23919.3166,True
GameOfLife,Parallel_12,5000,2,23909.3994,True
GameOfLife,Parallel_12,5000,3,23919.7223,True
GameOfLife,Parallel_12,5000,4,23915.6301,True
GameOfLife,Parallel_12,5000,5,23924.5358,True
GameOfLife,Parallel_12,5000,6,23918.8577,True
GameOfLife,Parallel_12,5000,7,23935.4329,True
GameOfLife,Parallel_12,5000,8,23920.2824,True
GameOfLife,Parallel_12,5000,9,23910.0472,True
GameOfLife,Parallel_12,5000,10,23903.0044,True
GameOfLife,ILGPU_Cuda,5000,1,98.8353,True
GameOfLife,ILGPU_Cuda,5000,2,98.5183,True
GameOfLife,ILGPU_Cuda,5000,3,98.4177,True
GameOfLife,ILGPU_Cuda,5000,4,99.1132,True
GameOfLife,ILGPU_Cuda,5000,5,98.2854,True
GameOfLife,ILGPU_Cuda,5000,6,104.5562,True
GameOfLife,ILGPU_Cuda,5000,7,98.2866,True
GameOfLife,ILGPU_Cuda,5000,8,98.3652,True
GameOfLife,ILGPU_Cuda,5000,9,98.6549,True
GameOfLife,ILGPU_Cuda,5000,10,93.8893,True
GameOfLife,GPU_ComputeSharp,5000,1,167.0492,True
GameOfLife,GPU_ComputeSharp,5000,2,166.2079,True
GameOfLife,GPU_ComputeSharp,5000,3,169.6372,True
GameOfLife,GPU_ComputeSharp,5000,4,171.9715,True
GameOfLife,GPU_ComputeSharp,5000,5,175.2511,True
GameOfLife,GPU_ComputeSharp,5000,6,163.6455,True
GameOfLife,GPU_ComputeSharp,5000,7,165.0625,True
GameOfLife,GPU_ComputeSharp,5000,8,162.0081,True
GameOfLife,GPU_ComputeSharp,5000,9,169.3735,True
GameOfLife,GPU_ComputeSharp,5000,10,162.0987,True
GameOfLife,Sequential,10000,1,575307.8264,True
GameOfLife,Sequential,10000,2,575307.0140,True
GameOfLife,Sequential,10000,3,575240.7288,True
GameOfLife,Parallel_1,10000,1,576010.9071,True
GameOfLife,Parallel_1,10000,2,575674.2055,True
GameOfLife,Parallel_1,10000,3,576144.2064,True
GameOfLife,Parallel_2,10000,1,288133.5518,True
GameOfLife,Parallel_2,10000,2,288131.7981,True
GameOfLife,Parallel_2,10000,3,288257.9923,True
GameOfLife,Parallel_4,10000,1,144581.5679,True
GameOfLife,Parallel_4,10000,2,144486.8096,True
GameOfLife,Parallel_4,10000,3,144442.1456,True
GameOfLife,Parallel_6,10000,1,98717.6222,True
GameOfLife,Parallel_6,10000,2,98538.6645,True
GameOfLife,Parallel_6,10000,3,98594.7077,True
GameOfLife,Parallel_8,10000,1,97914.2071,True
GameOfLife,Parallel_8,10000,2,97617.7515,True
GameOfLife,Parallel_8,10000,3,97676.1484,True
GameOfLife,Parallel_12,10000,1,95332.6156,True
GameOfLife,Parallel_12,10000,2,95344.8933,True
GameOfLife,Parallel_12,10000,3,95295.8399,True
GameOfLife,ILGPU_Cuda,10000,1,372.5042,True
GameOfLife,ILGPU_Cuda,10000,2,365.0095,True
GameOfLife,ILGPU_Cuda,10000,3,372.1736,True
GameOfLife,ILGPU_Cuda,10000,4,371.5018,True
GameOfLife,ILGPU_Cuda,10000,5,369.4494,True
GameOfLife,ILGPU_Cuda,10000,6,364.9298,True
GameOfLife,ILGPU_Cuda,10000,7,367.4875,True
GameOfLife,ILGPU_Cuda,10000,8,375.8269,True
GameOfLife,ILGPU_Cuda,10000,9,364.8696,True
GameOfLife,ILGPU_Cuda,10000,10,362.8574,True
GameOfLife,GPU_ComputeSharp,10000,1,784.1715,True
GameOfLife,GPU_ComputeSharp,10000,2,790.6580,True
GameOfLife,GPU_ComputeSharp,10000,3,788.3762,True
GameOfLife,GPU_ComputeSharp,10000,4,789.2471,True
GameOfLife,GPU_ComputeSharp,10000,5,853.2825,True
GameOfLife,GPU_ComputeSharp,10000,6,895.2129,True
GameOfLife,GPU_ComputeSharp,10000,7,899.8424,True
GameOfLife,GPU_ComputeSharp,10000,8,755.2872,True
GameOfLife,GPU_ComputeSharp,10000,9,744.8884,True
GameOfLife,GPU_ComputeSharp,10000,10,734.7161,True
